lat,lon,dem,imerg,obs,cluster_id,cluster_name
28.5,109.4,629.1601837937877,0.5849999785423279,1.8208189010620117,0,NW
28.5,109.65,783.4096769952467,0.0,0.49074554443359375,0,NW
28.5,109.9,579.1499713968986,0.0,0.1939983367919922,0,NW
28.5,110.15,130.66819675896863,3.005000114440918,0.0,0,NW
28.5,110.4,433.065800566751,0.0,0.48162126541137695,0,NW
28.5,110.65,495.3641197628666,0.4899999797344208,0.852168083190918,0,NW
28.5,110.9,709.6487854970228,3.314999580383301,0.617159366607666,0,NW
28.5,111.15,339.9689250466946,0.7799999713897705,0.6766858100891113,0,NW
28.5,111.4,180.0,2.620000123977661,0.6629688739776611,1,NE
28.5,111.65,63.25120915637045,6.130000114440918,0.1796588897705078,1,NE
28.5,111.9,173.29635689263827,4.244999885559082,0.23544979095458984,1,NE
28.5,112.15,90.9650280376094,0.6599999666213989,2.4710423946380615,1,NE
28.5,112.4,33.67839999990497,0.24500000476837158,3.1967484951019287,1,NE
28.5,112.65,24.74902803667191,0.0,3.1110239028930664,1,NE
28.5,112.9,169.4346829082233,0.0,2.644047260284424,1,NE
28.5,113.15,71.13057844654575,0.0,2.7285654544830322,1,NE
28.5,113.4,255.87500705098105,0.0,2.91408634185791,1,NE
28.5,113.65,521.7337601330848,0.0,3.024569511413574,1,NE
28.5,113.9,284.72842098407983,0.11999999731779099,2.4886527061462402,1,NE
28.75,109.15,439.3665288545555,0.0,1.8957204818725586,0,NW
28.75,109.4,605.6548545350018,0.0,1.6329011917114258,0,NW
28.75,109.65,480.4213589979383,0.0,0.5319538116455078,0,NW
28.75,109.9,750.6284064823739,0.0,0.2961139678955078,0,NW
28.75,110.15,519.8664548742847,0.0,0.25298595428466797,0,NW
28.75,110.4,351.2591664529924,0.0,0.5575428009033203,0,NW
28.75,110.65,362.8735466001986,0.0,0.9824414253234863,0,NW
28.75,110.9,377.0735023585778,1.215000033378601,0.5411992073059082,0,NW
28.75,111.15,58.79877520533066,0.13499999046325684,0.0,1,NE
28.75,111.4,116.55801563874546,2.0299999713897705,0.0,1,NE
28.75,111.65,82.40219408483922,2.504999876022339,0.12112188339233398,1,NE
28.75,111.9,51.462618880544845,1.0850000381469727,0.0,1,NE
28.75,112.15,37.97500324129643,0.0,0.01859879493713379,1,NE
28.75,112.4,26.416987602540672,0.0,0.3144989013671875,1,NE
28.75,112.65,29.416987602552243,3.689999580383301,2.219231128692627,1,NE
28.75,112.9,73.7635843613062,0.0,2.0977392196655273,1,NE
28.75,113.15,59.40218492927443,0.0,2.4248528480529785,1,NE
28.75,113.4,189.9953822564284,0.0,0.7596337795257568,1,NE
28.75,113.65,285.6786555042285,0.0,0.6887869834899902,1,NE
28.75,113.9,119.67839999991364,0.25999999046325684,2.5458292961120605,1,NE
29.0,109.4,270.7237940847344,0.0,1.034501552581787,0,NW
29.0,109.65,377.4101330695591,0.0,0.741795539855957,0,NW
29.0,109.9,598.8487870344874,0.0,0.8309268951416016,0,NW
29.0,110.15,525.4946982093618,0.0,0.8753671646118164,0,NW
29.0,110.4,621.1057997698775,0.0,0.6072421073913574,0,NW
29.0,110.65,268.9900431078868,0.0,0.8987855911254883,0,NW
29.0,110.9,292.6142787646231,0.029999999329447746,0.634190559387207,0,NW
29.0,111.15,131.6182123972228,0.0,0.0,1,NE
29.0,111.4,38.22621239763403,0.0,0.0,1,NE
29.0,111.65,32.522815639001635,0.0,0.0,1,NE
29.0,111.9,27.703396758632394,0.11999999731779099,0.0,1,NE
29.0,112.15,32.0,0.0,0.0,1,NE
