Year,N,IMERG_R2,IMERG_RMSE,IMERG_MAE,IMERG_Bias,LR_R2,LR_RMSE,LR_MAE,LR_Bias,RF_R2,RF_RMSE,RF_MAE,RF_Bias
2021,29532,-0.5801754927849454,13.359470036603176,7.6869227531265825,1.8100047617156758,0.318923437528459,8.77070566771208,5.914107332533709,0.40103383610531784,0.31580106002361086,8.790787212397358,5.64744383615415,0.6957657183756079
2022,29532,-0.30659310462496503,11.439907355697937,5.939461200085553,1.0261640912553842,0.4019743473493711,7.739488037090127,4.794438514437559,-0.12768209748843984,0.33736602207493116,8.146839814521199,4.687379249598034,0.5104512561386543
