cluster_id,zone,N,lat_mean,lon_mean,dem_mean,obs_mean,imerg_mean
2,Central,4388,27.70453509571559,111.47435050136735,370.6711688711573,29.21030295707469,36.32706962196146
1,NE,19643,28.420518759863565,112.44794328768522,122.84103697781687,2.8172869346282976,3.0577881959935618
0,NW,20037,27.959562309727005,110.21809901681893,568.122714786713,2.9130883890961248,2.7590601742590644
3,SW,14996,26.000700186716458,112.36390704187787,426.25738111981155,2.9824867502916144,2.674824224445071
