Year,N,IMERG_R2,IMERG_RMSE,IMERG_MAE,IMERG_Bias,LR_R2,LR_RMSE,LR_MAE,LR_Bias,RF_R2,RF_RMSE,RF_MAE,RF_Bias
2021,29532,-0.3901343804527886,11.312634277341152,5.07362077930458,0.65513131775408,0.29228975661761325,8.071664383617046,5.013300638090856,0.8457818599333733,0.2748538237915966,8.170490617753478,4.446032139596794,1.8548179344253302
2022,29532,-0.059465031317303296,10.476163830046227,4.5577787034686645,0.30154509509422417,0.3886055464111027,7.958289166096188,4.622825827926344,0.061360798913629735,0.4058719469703045,7.845109278623849,3.8866804898412277,0.7093287838346329
